Zip,Total Population,Total Population of One Race,White,Black or African American,American Indian and Alaska Native,Total Asian,Asian Indian,Chinese,Filipino,Japanese,Korean,Vietnamese,Other Asian,Total NHOPI,Native Hawaiian,Guamanian or Chamorro,Samoan,Other Pacific Islander,Some Other Race,Total Population of Two or More Races
ZCTA5 93261,3099,2997,1150,20,38,143,1,2,138,0,0,1,1,7,0,0,6,1,1639,102
ZCTA5 93262,63,60,43,2,1,8,0,0,3,0,0,0,5,0,0,0,0,0,6,3
ZCTA5 93263,19582,18838,9581,241,249,127,42,7,34,4,4,8,28,22,3,12,4,3,8618,744
ZCTA5 93265,3699,3573,3254,32,65,65,20,5,15,6,4,0,15,2,2,0,0,0,155,126
ZCTA5 93266,1587,1545,737,21,18,24,13,0,4,0,5,0,2,1,0,0,0,1,744,42
ZCTA5 93267,6237,6001,3579,29,85,48,0,8,20,1,0,0,19,1,0,0,0,1,2259,236
ZCTA5 93268,16897,16263,12347,213,375,134,28,27,25,6,7,18,23,114,19,3,83,9,3080,634
ZCTA5 93270,5837,5713,3227,33,52,98,2,1,75,5,1,2,12,5,1,0,4,0,2298,124
ZCTA5 93271,2276,2208,2062,7,29,34,3,6,5,5,12,0,3,1,0,1,0,0,75,68
ZCTA5 93272,3583,3492,2256,4,27,9,4,0,2,0,0,0,3,0,0,0,0,0,1196,91
ZCTA5 93274,69721,66515,43438,2434,827,1343,333,124,339,42,26,53,426,86,11,12,6,57,18387,3206
ZCTA5 93276,161,151,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
ZCTA5 93277,50607,48182,35569,1101,746,1784,198,300,528,157,100,115,386,75,19,19,9,28,8907,2425
ZCTA5 93280,27152,26283,13343,1968,306,194,43,26,48,8,5,12,52,13,0,5,0,8,10459,869
ZCTA5 93283,2040,1933,1802,2,86,6,0,0,5,0,1,0,0,1,0,0,1,0,36,107
ZCTA5 93285,2536,2445,2336,6,49,11,0,0,7,4,0,0,0,2,1,1,0,0,41,91
ZCTA5 93286,9548,9156,5326,65,140,71,21,4,16,8,1,0,21,17,2,1,2,12,3537,392
ZCTA5 93287,119,113,103,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,4,6
ZCTA5 93291,52849,50582,30130,1008,766,3630,329,184,654,80,58,131,2194,39,15,15,1,8,15009,2267
ZCTA5 93292,39032,37367,26026,726,550,1607,162,154,366,100,36,20,769,59,17,20,8,14,8399,1665
ZCTA5 93301,12248,11613,7314,1493,267,309,30,70,144,10,18,3,34,19,4,13,1,1,2211,635
ZCTA5 93304,48731,46171,22806,6095,941,1443,428,87,461,25,42,51,349,39,4,8,10,17,14847,2560
ZCTA5 93305,37601,35772,18397,2241,977,336,40,31,143,19,26,13,64,27,17,5,2,3,13794,1829
ZCTA5 93306,64587,61633,38506,2426,1362,1531,384,169,646,69,85,60,118,101,23,17,15,46,17707,2954
ZCTA5 93307,82658,79016,37021,6796,1351,1931,988,55,515,26,32,78,237,60,9,19,19,13,31857,3642
ZCTA5 93308,52447,50389,43174,1004,860,1066,192,82,413,169,56,52,102,55,28,13,6,8,4230,2058
ZCTA5 93309,58409,55514,34791,6218,859,2401,425,323,877,100,120,140,416,79,31,5,14,29,11166,2895
ZCTA5 93311,40829,38797,24768,2396,371,5428,1755,624,1462,189,613,277,508,90,29,27,15,19,5744,2032
ZCTA5 93312,56741,54202,42063,1440,626,3908,745,318,1799,84,276,330,356,114,33,24,18,39,6051,2539
ZCTA5 93313,43553,41286,22570,3201,538,4481,2597,172,1055,39,109,171,338,49,8,6,22,13,10447,2267
ZCTA5 93314,22393,21466,17468,455,244,934,208,89,353,25,87,58,114,22,11,7,0,4,2343,927
ZCTA5 93401,28033,27007,24225,310,174,1084,139,280,230,153,109,53,120,29,18,5,2,4,1185,1026
ZCTA5 93402,14318,13838,12339,80,97,748,24,54,536,79,17,8,30,18,11,0,2,5,556,480
ZCTA5 93405,35440,34078,27153,2892,210,2244,243,792,426,188,142,158,295,47,11,12,11,13,1532,1362
ZCTA5 93410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 93420,28413,27199,24562,218,220,893,91,109,295,216,74,21,87,22,7,4,2,9,1284,1214
ZCTA5 93422,31375,30248,27244,600,334,731,59,112,279,78,61,32,110,64,21,5,20,18,1275,1127
ZCTA5 93424,1261,1238,1180,6,5,19,2,4,2,6,1,0,4,0,0,0,0,0,28,23
ZCTA5 93426,1401,1341,1203,9,33,25,0,3,12,4,4,2,0,5,3,1,0,1,66,60
ZCTA5 93427,5505,5256,4447,46,80,144,10,34,15,15,27,14,29,6,1,4,0,1,533,249
ZCTA5 93428,6314,6150,5418,18,49,83,8,17,16,17,10,10,5,15,5,6,1,3,567,164
ZCTA5 93429,154,141,107,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,30,13
ZCTA5 93430,2972,2881,2719,7,12,55,11,11,12,10,6,3,2,11,9,1,0,1,77,91
ZCTA5 93432,1384,1347,1209,11,21,11,5,0,4,1,0,0,1,0,0,0,0,0,95,37
ZCTA5 93433,13162,12460,9973,145,186,542,18,65,315,54,32,16,42,35,5,7,14,9,1579,702
ZCTA5 93434,7110,6664,3409,75,104,281,0,11,213,45,3,0,9,5,0,2,3,0,2790,446
ZCTA5 93436,54017,50955,34909,2814,903,2089,128,125,717,200,131,146,642,256,66,143,33,14,9984,3062
ZCTA5 93437,3338,3021,2317,307,26,207,4,4,144,9,11,8,27,24,12,8,1,3,140,317
ZCTA5 93440,2058,2011,1795,10,10,33,1,2,4,4,21,0,1,0,0,0,0,0,163,47
ZCTA5 93441,1530,1500,1347,12,4,81,1,33,1,6,19,2,19,6,1,0,1,4,50,30
ZCTA5 93442,10789,10472,9402,48,109,277,34,50,91,39,23,14,26,9,5,0,2,2,627,317
ZCTA5 93444,19244,18414,14485,199,240,473,28,44,220,55,47,13,66,35,10,0,12,13,2982,830
ZCTA5 93445,7173,6857,4992,62,119,167,8,13,112,4,14,10,6,7,4,0,1,2,1510,316
ZCTA5 93446,43714,42076,35531,718,476,722,55,74,234,70,108,66,115,66,14,8,9,35,4563,1638
ZCTA5 93449,7657,7450,6974,50,41,204,27,40,48,38,17,7,27,11,3,6,2,0,170,207
ZCTA5 93450,740,712,352,8,6,5,2,0,1,0,2,0,0,0,0,0,0,0,341,28
ZCTA5 93451,3779,3644,2918,77,73,24,0,3,9,3,1,3,5,6,2,0,0,4,546,135
ZCTA5 93452,524,511,324,4,5,9,4,2,0,3,0,0,0,2,1,1,0,0,167,13
ZCTA5 93453,2899,2777,2507,14,46,56,0,14,34,4,0,0,4,0,0,0,0,0,154,122
ZCTA5 93454,36448,34560,22232,615,550,1673,112,86,1077,151,113,37,97,88,19,21,20,28,9402,1888
ZCTA5 93455,41684,39792,32547,710,526,2055,168,210,882,236,321,90,148,98,37,27,15,19,3856,1892
ZCTA5 93458,55431,52656,28405,796,1205,2532,77,49,2092,91,32,60,131,37,12,3,6,16,19681,2775
ZCTA5 93460,5255,5079,4530,26,242,52,1,9,19,16,3,0,4,5,3,1,1,0,224,176
ZCTA5 93461,1623,1575,1062,43,18,8,0,1,5,2,0,0,0,2,2,0,0,0,442,48
ZCTA5 93463,7646,7438,6529,46,78,93,12,14,12,23,11,7,14,5,5,0,0,0,687,208
ZCTA5 93465,9153,8885,8213,49,96,143,11,27,35,23,10,17,20,12,1,0,4,7,372,268
ZCTA5 93501,5467,5168,3313,675,79,68,12,4,22,6,8,0,16,19,1,10,7,1,1014,299
ZCTA5 93505,14038,13249,9133,2141,127,367,3,29,183,15,39,13,85,59,21,17,4,17,1422,789
ZCTA5 93510,7993,7723,6722,131,71,157,16,12,70,13,30,0,16,5,1,3,1,0,637,270
ZCTA5 93512,277,272,196,1,62,1,0,1,0,0,0,0,0,0,0,0,0,0,12,5
ZCTA5 93513,1763,1698,1193,4,437,14,1,0,7,3,1,0,2,1,1,0,0,0,49,65
ZCTA5 93514,13857,13437,10600,84,1360,203,42,30,21,41,10,11,48,8,3,2,0,3,1182,420
ZCTA5 93516,2299,2193,1787,164,49,47,10,0,22,4,6,0,5,4,2,0,2,0,142,106
ZCTA5 93517,670,647,569,1,43,1,0,0,0,0,0,0,1,0,0,0,0,0,33,23
ZCTA5 93518,1146,1084,1001,6,26,12,0,2,4,4,2,0,0,0,0,0,0,0,39,62
ZCTA5 93519,101,94,74,2,4,13,9,2,0,0,0,2,0,0,0,0,0,0,1,7
ZCTA5 93522,48,47,43,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
ZCTA5 93523,3074,2851,2360,175,43,109,1,9,58,11,12,3,15,10,1,7,0,2,154,223
ZCTA5 93524,229,213,137,50,1,12,0,2,5,0,2,2,1,1,0,1,0,0,12,16
ZCTA5 93526,719,681,539,6,99,8,1,2,0,2,0,0,3,1,1,0,0,0,28,38
ZCTA5 93527,2387,2289,2078,27,38,47,1,9,16,7,5,3,6,3,0,2,0,1,96,98
ZCTA5 93528,172,164,152,2,2,8,6,0,2,0,0,0,0,0,0,0,0,0,0,8
ZCTA5 93529,633,625,538,0,7,2,0,0,0,2,0,0,0,0,0,0,0,0,78,8
ZCTA5 93530,47,47,45,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 93531,509,498,455,2,10,10,2,1,0,1,0,1,5,0,0,0,0,0,21,11
ZCTA5 93532,2932,2825,2472,109,29,37,1,7,17,5,2,1,4,2,0,0,2,0,176,107
ZCTA5 93534,39341,37179,19639,8618,469,1414,149,105,754,71,84,69,182,78,27,22,24,5,6961,2162
ZCTA5 93535,72046,68181,33735,15070,721,2064,114,141,1227,103,108,179,192,172,34,53,55,30,16419,3865
ZCTA5 93536,70918,67399,42582,10204,652,3903,388,415,1679,179,392,295,555,169,47,55,21,46,9889,3519
ZCTA5 93541,449,431,331,0,30,4,0,1,0,1,1,0,1,0,0,0,0,0,66,18
ZCTA5 93543,13033,12436,7832,837,186,175,7,9,63,14,62,3,17,32,16,4,10,2,3374,597
ZCTA5 93544,1259,1207,948,51,9,22,0,1,4,1,16,0,0,8,5,1,0,2,169,52
ZCTA5 93545,2082,1985,1379,6,205,17,6,3,0,4,1,3,0,1,0,0,0,1,377,97
ZCTA5 93546,9567,9294,7815,33,59,155,12,22,19,42,22,1,37,10,3,0,2,5,1222,273
ZCTA5 93549,344,322,245,0,11,8,7,0,0,0,1,0,0,0,0,0,0,0,58,22
ZCTA5 93550,74929,70882,34162,11424,694,1825,118,115,1005,93,98,168,228,134,35,34,20,45,22643,4047
ZCTA5 93551,50798,48045,31570,5720,402,3783,477,267,1741,151,497,196,454,139,35,50,15,39,6431,2753
ZCTA5 93552,38158,36277,16997,6113,337,1303,113,100,762,41,58,67,162,71,18,14,6,33,11456,1881
ZCTA5 93553,2138,2050,1627,82,27,43,1,2,5,4,29,0,2,3,1,0,1,1,268,88
ZCTA5 93554,72,71,64,0,4,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1
ZCTA5 93555,32560,30783,25722,1193,409,1278,127,161,500,99,65,145,181,161,22,69,55,15,2020,1777
ZCTA5 93558,125,113,101,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,3,12
ZCTA5 93560,18910,17679,11825,1502,233,668,30,39,376,55,56,12,100,69,12,45,7,5,3382,1231
ZCTA5 93561,34630,33412,27029,1570,475,511,50,56,175,60,45,41,84,50,21,8,11,10,3777,1218
ZCTA5 93562,1818,1709,1472,69,57,16,1,0,7,1,1,2,4,6,0,0,6,0,89,109
ZCTA5 93563,388,379,299,39,5,9,1,2,2,0,0,1,3,3,1,0,1,1,24,9
ZCTA5 93591,7285,6871,4071,841,100,56,5,2,28,2,0,0,19,11,10,0,0,1,1792,414
ZCTA5 93592,64,61,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
ZCTA5 93601,1909,1799,1722,6,44,10,4,0,2,1,0,3,0,0,0,0,0,0,17,110
ZCTA5 93602,3862,3703,3279,21,291,28,2,4,4,10,1,0,7,2,0,1,0,1,82,159
ZCTA5 93603,222,214,194,4,6,3,0,0,1,0,0,0,2,0,0,0,0,0,7,8
ZCTA5 93604,674,660,614,4,14,21,12,0,4,4,1,0,0,0,0,0,0,0,7,14
ZCTA5 93605,175,168,158,1,1,5,0,1,3,1,0,0,0,0,0,0,0,0,3,7
ZCTA5 93606,1217,1163,428,4,43,217,35,1,7,0,0,0,174,2,1,0,0,1,469,54
ZCTA5 93608,1114,1076,548,7,4,5,4,1,0,0,0,0,0,0,0,0,0,0,512,38
ZCTA5 93609,5640,5443,3040,32,156,388,306,17,21,22,0,0,22,3,0,0,0,3,1824,197
ZCTA5 93610,23833,22911,14678,2505,443,464,186,42,128,15,23,22,48,38,6,3,18,11,4783,922
ZCTA5 93611,45614,43543,33542,957,566,5021,802,407,965,387,123,460,1877,79,22,27,15,15,3378,2071
ZCTA5 93612,35351,33461,23574,1289,674,2964,227,150,395,147,59,145,1841,121,24,26,33,38,4839,1890
ZCTA5 93614,11661,11180,10335,69,388,110,8,9,43,20,11,4,15,18,11,0,0,7,260,481
ZCTA5 93615,6042,5835,2944,57,58,110,3,0,74,17,2,2,12,1,0,0,0,1,2665,207
ZCTA5 93616,2627,2555,1299,13,22,146,38,0,3,26,1,0,78,3,0,0,3,0,1072,72
ZCTA5 93618,28262,27218,15148,183,276,555,91,72,227,91,8,24,42,17,4,1,6,6,11039,1044
ZCTA5 93619,28965,27753,22288,514,231,3385,731,564,639,210,183,170,888,26,6,4,7,9,1309,1212
ZCTA5 93620,9591,9175,6506,359,102,94,37,6,32,5,6,1,7,8,1,3,0,4,2106,416
ZCTA5 93621,464,435,350,5,34,6,0,0,0,1,5,0,0,0,0,0,0,0,40,29
ZCTA5 93622,9581,9268,5838,81,131,56,38,9,2,1,2,0,4,1,0,1,0,0,3161,313
ZCTA5 93623,69,68,67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ZCTA5 93624,1134,1114,416,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,687,20
ZCTA5 93625,7313,6964,3560,123,162,826,518,25,30,178,3,1,71,8,1,0,0,7,2285,349
ZCTA5 93626,1359,1266,1155,7,25,54,27,4,3,6,0,10,4,0,0,0,0,0,25,93
ZCTA5 93627,123,120,64,7,0,12,12,0,0,0,0,0,0,0,0,0,0,0,37,3
ZCTA5 93628,327,317,307,2,5,2,0,0,0,1,1,0,0,0,0,0,0,0,1,10
ZCTA5 93630,19162,18279,10017,86,320,1241,1079,41,36,19,6,4,56,15,8,0,0,7,6600,883
ZCTA5 93631,15941,15321,11780,87,194,534,224,86,25,156,4,6,33,22,2,13,1,6,2704,620
ZCTA5 93633,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 93634,33,30,24,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3
ZCTA5 93635,38776,36850,23022,1388,524,1194,257,138,519,61,41,70,108,140,19,28,71,22,10582,1926
ZCTA5 93636,11908,11527,9656,163,169,316,58,30,64,28,15,6,115,6,0,1,0,5,1217,381
ZCTA5 93637,37743,36043,21400,1238,882,1251,553,97,275,65,37,25,199,38,21,5,4,8,11234,1700
ZCTA5 93638,49068,46967,23815,1549,1528,481,137,38,125,33,12,12,124,53,20,7,12,14,19541,2101
ZCTA5 93640,11880,11440,6193,115,168,84,31,18,2,2,1,3,27,5,4,0,0,1,4875,440
ZCTA5 93641,595,582,525,22,11,4,0,0,0,0,2,0,2,2,0,1,1,0,18,13
ZCTA5 93643,3171,2985,2434,32,400,29,2,9,4,3,1,0,10,4,3,1,0,0,86,186
ZCTA5 93644,8637,8340,7853,38,211,103,19,31,15,11,11,3,13,5,2,3,0,0,130,297
ZCTA5 93645,318,313,284,0,14,3,3,0,0,0,0,0,0,0,0,0,0,0,12,5
ZCTA5 93646,10557,10165,4694,79,177,118,0,23,57,8,0,0,30,3,2,0,0,1,5094,392
ZCTA5 93647,11874,11455,5479,79,86,900,20,5,725,39,0,2,109,3,3,0,0,0,4908,419
ZCTA5 93648,15719,15189,7888,88,190,185,39,5,35,91,0,0,15,10,0,1,0,9,6828,530
ZCTA5 93650,4055,3832,1667,250,155,450,8,5,11,7,13,9,397,15,6,0,9,0,1295,223
ZCTA5 93651,1674,1600,1494,8,29,21,2,6,7,6,0,0,0,5,0,0,0,5,43,74
ZCTA5 93652,415,403,163,5,32,6,6,0,0,0,0,0,0,0,0,0,0,0,197,12
ZCTA5 93653,1229,1175,1075,23,37,9,0,2,4,3,0,0,0,0,0,0,0,0,31,54
ZCTA5 93654,29776,28580,17760,205,361,1033,46,91,368,411,14,14,89,11,0,2,5,4,9210,1196
ZCTA5 93656,6313,6018,3479,108,88,49,17,4,6,10,0,0,12,7,4,3,0,0,2287,295
ZCTA5 93657,34999,33811,22198,284,495,1585,277,88,126,194,13,30,857,58,6,6,22,24,9191,1188
ZCTA5 93660,4675,4517,2355,37,60,41,31,3,1,0,0,0,6,0,0,0,0,0,2024,158
ZCTA5 93662,30237,29056,16807,332,587,1620,1205,57,88,166,6,9,89,10,0,1,2,7,9700,1181
ZCTA5 93664,585,578,561,0,4,5,0,1,1,3,0,0,0,0,0,0,0,0,8,7
ZCTA5 93665,472,467,184,43,4,5,3,0,0,2,0,0,0,7,0,4,0,3,224,5
ZCTA5 93666,692,670,258,0,3,6,2,0,4,0,0,0,0,0,0,0,0,0,403,22
ZCTA5 93667,2604,2476,2150,12,238,11,0,0,5,2,0,0,4,5,2,0,3,0,60,128
ZCTA5 93668,1118,1082,705,9,13,9,4,1,0,0,0,1,3,0,0,0,0,0,346,36
ZCTA5 93669,295,269,254,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26
ZCTA5 93673,713,690,302,1,22,6,1,0,0,0,0,0,5,2,0,0,0,2,357,23
ZCTA5 93675,3721,3550,3174,36,93,61,3,8,21,12,1,7,9,2,0,0,0,2,184,171
ZCTA5 93701,12529,11923,4534,742,361,1287,27,7,32,6,7,18,1190,11,2,7,1,1,4988,606
ZCTA5 93702,48607,46422,17730,2080,1154,6445,60,39,147,35,14,87,6063,26,5,8,4,9,18987,2185
ZCTA5 93703,31868,30443,12806,2191,716,4550,38,82,165,52,8,113,4092,45,8,6,9,22,10135,1425
ZCTA5 93704,27156,25695,17493,1325,347,1314,67,148,178,148,45,30,698,43,10,3,7,23,5173,1461
ZCTA5 93705,36703,34721,18635,3730,777,2129,74,130,259,113,13,116,1424,77,6,10,32,29,9373,1982
ZCTA5 93706,41087,39361,14861,7309,930,3858,161,121,101,150,6,28,3291,36,4,10,16,6,12367,1726
ZCTA5 93710,30202,28624,18712,2535,440,2833,264,340,427,289,89,90,1334,83,15,13,23,32,4021,1578
ZCTA5 93711,36731,35181,27213,1730,281,2590,562,507,381,385,134,129,492,38,10,5,16,7,3329,1550
ZCTA5 93720,45191,43027,32471,1670,367,5787,1012,1163,1250,602,403,379,978,69,19,15,6,29,2663,2164
ZCTA5 93721,6959,6770,4321,865,129,245,20,27,39,14,5,15,125,6,3,2,1,0,1204,189
ZCTA5 93722,76448,72010,37089,7624,1293,10290,3904,615,1601,295,107,471,3297,174,24,47,59,44,15540,4438
ZCTA5 93723,9547,9123,5059,379,145,1717,751,76,178,54,12,53,593,15,1,1,10,3,1808,424
ZCTA5 93725,24979,24019,10171,1374,506,3202,716,54,174,69,8,64,2117,48,1,0,13,34,8718,960
ZCTA5 93726,40705,38628,19479,3467,786,5164,190,273,319,163,43,174,4002,93,23,2,31,37,9639,2077
ZCTA5 93727,71820,68526,32778,4708,1046,15199,1446,234,1014,326,57,407,11715,151,40,29,32,50,14644,3294
ZCTA5 93728,15743,14832,8529,886,438,653,43,31,123,48,5,13,390,18,8,4,3,3,4308,911
ZCTA5 93730,9941,9567,7437,171,63,1471,333,277,312,148,178,47,176,7,3,0,1,3,418,374
ZCTA5 93901,26863,25303,15587,649,347,1570,55,247,733,308,120,33,74,122,17,29,23,53,7028,1560
ZCTA5 93905,61087,58645,25495,659,752,1597,53,90,1223,46,63,72,50,120,18,46,7,49,30022,2442
ZCTA5 93906,59461,56088,26674,1505,785,5658,385,438,3714,300,288,249,284,212,53,76,36,47,21254,3373
ZCTA5 93907,21726,20398,13142,369,227,1523,133,128,872,141,86,78,85,85,16,19,26,24,5052,1328
ZCTA5 93908,13043,12481,10374,119,73,795,91,117,174,224,102,25,62,21,2,6,2,11,1099,562
ZCTA5 93920,1369,1338,1171,6,10,15,2,6,4,0,2,0,1,2,2,0,0,0,134,31
ZCTA5 93921,3281,3218,3070,11,2,103,9,21,13,48,8,0,4,5,4,0,1,0,27,63
ZCTA5 93923,12073,11782,11043,55,29,467,34,115,87,115,88,4,24,17,1,5,0,11,171,291
ZCTA5 93924,6279,6114,5735,36,36,109,14,18,23,30,9,3,12,11,7,1,0,3,187,165
ZCTA5 93925,1671,1647,677,6,13,11,0,0,11,0,0,0,0,0,0,0,0,0,940,24
ZCTA5 93926,8726,8347,3709,87,141,193,9,9,143,14,5,2,11,16,5,3,5,3,4201,379
ZCTA5 93927,17547,16831,6629,188,896,183,21,10,125,2,11,3,11,13,2,1,0,10,8922,716
ZCTA5 93928,506,491,356,58,5,37,1,4,16,9,2,3,2,3,0,1,0,2,32,15
ZCTA5 93930,15866,15148,8139,186,384,244,40,11,149,6,24,1,13,10,3,0,1,6,6185,718
ZCTA5 93932,592,571,468,10,7,3,0,0,0,1,1,1,0,0,0,0,0,0,83,21
ZCTA5 93933,22406,20171,10564,1745,172,4178,137,269,1461,304,833,712,462,576,55,148,170,203,2936,2235
ZCTA5 93940,31615,30010,24937,821,171,2516,339,524,457,371,459,80,286,97,19,15,11,52,1468,1605
ZCTA5 93943,6,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ZCTA5 93950,15046,14380,12712,199,78,873,43,149,141,160,258,18,104,49,3,10,4,32,469,666
ZCTA5 93953,4509,4420,3920,43,10,387,17,78,37,44,66,4,141,3,0,0,1,2,57,89
ZCTA5 93954,302,277,136,0,5,7,0,0,5,1,0,0,1,0,0,0,0,0,129,25
ZCTA5 93955,33359,30739,16201,2796,350,3222,161,203,1569,313,341,315,320,530,34,69,88,339,7640,2620
ZCTA5 93960,27080,26269,13319,2949,378,775,17,36,340,12,10,18,342,104,5,16,6,77,8744,811
ZCTA5 93962,673,652,483,0,13,26,1,4,11,4,6,0,0,0,0,0,0,0,130,21
ZCTA5 94002,25992,24406,17555,424,72,5168,979,2234,791,461,204,107,392,199,30,19,13,137,988,1586
ZCTA5 94005,4282,3986,2578,80,21,1084,52,456,335,64,45,45,87,41,6,0,21,14,182,296
ZCTA5 94010,40737,38862,27523,403,82,9130,768,5056,1437,646,531,127,565,162,29,8,18,107,1562,1875
ZCTA5 94014,47014,44615,11703,1625,276,23016,191,6408,14610,188,144,461,1014,377,29,19,234,95,7618,2399
ZCTA5 94015,60927,57956,14622,2155,169,35964,476,9846,20792,461,510,617,3262,481,34,29,270,148,4565,2971
ZCTA5 94019,18424,17730,14142,138,126,711,55,169,233,127,26,31,70,14,0,5,2,7,2599,694
ZCTA5 94020,1559,1471,1374,17,2,41,1,21,2,8,2,5,2,12,3,0,1,8,25,88
ZCTA5 94021,192,177,169,2,0,6,0,0,0,2,2,0,2,0,0,0,0,0,0,15
ZCTA5 94022,18500,17782,13136,96,30,4364,1019,2270,101,336,327,91,220,39,1,10,5,23,117,718
ZCTA5 94024,22385,21369,15503,110,27,5531,1311,2730,147,475,380,182,306,30,2,3,4,21,168,1016
ZCTA5 94025,40526,38663,28775,1659,188,3923,760,1606,364,463,327,97,306,508,10,8,62,428,3610,1863
ZCTA5 94027,7089,6867,5705,75,7,937,157,414,91,89,63,40,83,45,20,4,2,19,98,222
ZCTA5 94028,6534,6355,5842,24,10,385,83,152,21,76,19,14,20,2,0,0,0,2,92,179
ZCTA5 94030,21536,20588,10181,179,33,9205,303,6219,1225,317,602,91,448,214,24,11,16,163,776,948
ZCTA5 94037,2913,2768,2490,16,21,142,10,40,56,17,6,1,12,1,0,0,0,1,98,145
ZCTA5 94038,3040,2912,2236,24,43,115,8,29,34,27,2,3,12,9,0,1,0,8,485,128
ZCTA5 94040,32996,31416,18320,599,143,8975,2154,3909,783,840,530,224,535,118,9,21,9,79,3261,1580
ZCTA5 94041,13292,12598,7964,297,68,2864,671,1176,288,248,158,143,180,62,12,8,10,32,1343,694
ZCTA5 94043,28358,26783,15643,867,137,7372,1507,2846,1473,463,333,339,411,219,14,14,27,164,2545,1575
ZCTA5 94044,37296,34654,24218,976,207,7230,212,1853,3931,317,191,169,557,315,36,26,116,137,1708,2642
ZCTA5 94060,1554,1501,985,16,8,14,1,5,2,5,0,1,0,3,1,0,0,2,475,53
ZCTA5 94061,36245,34375,23544,804,254,2314,290,699,604,275,139,104,203,346,15,25,28,278,7113,1870
ZCTA5 94062,25876,24736,21134,286,60,1743,281,558,392,193,99,59,161,97,8,5,11,73,1416,1140
ZCTA5 94063,30949,29229,14222,888,335,1506,303,252,500,79,43,185,144,560,12,28,44,476,11718,1720
ZCTA5 94065,11359,10720,6138,211,21,4065,771,2002,465,259,188,73,307,22,4,1,1,16,263,639
ZCTA5 94066,41130,38427,20351,942,246,10427,787,3250,4740,409,435,185,621,1383,42,19,247,1075,5078,2703
ZCTA5 94070,29166,27684,23132,233,65,3349,512,1428,487,330,179,91,322,73,12,4,8,49,832,1482
ZCTA5 94074,214,210,188,1,1,12,0,0,7,1,0,0,4,0,0,0,0,0,8,4
ZCTA5 94080,63975,60105,23892,1625,396,23429,989,6996,12906,433,375,395,1335,1122,69,32,358,663,9641,3870
ZCTA5 94085,21247,20221,8470,421,113,7282,2630,1636,1643,215,304,503,351,195,13,24,86,72,3740,1026
ZCTA5 94086,45697,43606,18166,1122,256,19209,8766,5305,1716,788,776,930,928,174,20,14,45,95,4679,2091
ZCTA5 94087,54293,51904,25609,777,159,23389,8056,9044,1101,1847,1645,690,1006,139,19,28,23,69,1831,2389
ZCTA5 94089,19245,18365,8065,435,139,7522,2289,1462,2140,137,284,909,301,133,14,12,35,72,2071,880
ZCTA5 94102,31176,29707,14147,4343,306,7922,384,3016,1590,247,741,892,1052,123,12,7,54,50,2866,1469
ZCTA5 94103,27170,25699,12796,2980,440,6966,542,2742,2524,155,199,347,457,106,40,19,24,23,2411,1471
ZCTA5 94104,406,400,140,12,2,226,10,191,11,3,3,2,6,0,0,0,0,0,20,6
ZCTA5 94105,5846,5594,3313,131,18,2038,397,929,191,115,204,69,133,19,3,3,12,1,75,252
ZCTA5 94107,26599,25357,15753,1792,113,6447,860,3150,923,312,510,245,447,154,14,14,104,22,1098,1242
ZCTA5 94108,13768,13394,4860,256,25,7961,181,6806,335,133,118,138,250,23,4,3,4,12,269,374
ZCTA5 94109,55984,53528,33289,2218,266,15270,914,8443,1329,1142,1012,1024,1406,98,37,19,18,24,2387,2456
ZCTA5 94110,69333,64903,40545,2547,718,8842,662,3590,2934,390,339,337,590,217,42,14,113,48,12034,4430
ZCTA5 94111,3713,3628,2140,82,3,1353,150,940,52,91,40,18,62,2,0,0,1,1,48,85
ZCTA5 94112,79407,75878,20978,3313,461,39356,399,25063,10550,333,235,1315,1461,290,37,23,137,93,11480,3529
ZCTA5 94114,31124,29649,24757,600,139,3218,445,1271,526,311,217,150,298,41,16,16,3,6,894,1475
ZCTA5 94115,33021,31533,20059,4122,90,6263,471,2406,609,713,1106,399,559,92,12,16,38,26,907,1488
ZCTA5 94116,43698,42034,16634,503,92,24000,284,18314,1499,747,557,1135,1464,67,25,15,9,18,738,1664
ZCTA5 94117,39169,36981,28864,2409,161,4327,470,1755,766,387,333,197,419,70,22,18,12,18,1150,2188
